Total_Adjust_Price,,
,,
Mean,2402.453315,265290188.7
Standard Error,17.6035585,6695129.868
Median,2436.339282,251298100
Mode,#N/A,#N/A
Standard Deviation,215.5986799,81998259.69
Sample Variance,46482.79079,6.72371E+15
Kurtosis,-0.995268171,1.459796038
Skewness,-0.374812152,1.170682122
Range,784.933384,449914500
Minimum,1943.84663,96105700
Maximum,2728.780014,546020200
Sum,360367.9972,39793528300
Count,150,150
Confidence Level(95.0%),34.78486357,13229664.84
